Sample	avg_sequence_length	percent_dedup	percent_duplicates	seq_len_read_count	seq_len_bp	sequence_length	total_sequences	percent_gc
temp | CRR215121.merged	453.022765823	3.07002172846	96.9299782715	71335.0	32316379.0	248-475	71335.0	52.0
temp | CRR215122.merged	462.747175956	2.97330302928	97.0266969707	58958.0	27282648.0	246-475	58958.0	50.0
temp | CRR215123.merged	453.88105634	2.8765288149	97.1234711851	80618.0	36590983.0	249-475	80618.0	52.0
temp | CRR215124.merged	458.102623173	3.39754138031	96.6024586197	51655.0	23663291.0	243-475	51655.0	52.0
temp | CRR215125.merged	455.184303889	3.93062820746	96.0693717925	60601.0	27584624.0	262-475	60601.0	52.0
temp | CRR215126.merged	459.085935053	3.96000835335	96.0399916467	38308.0	17586664.0	263-475	38308.0	54.0
temp | CRR215127.merged	459.646626153	3.7845766974	96.2154233026	47720.0	21934337.0	255-475	47720.0	53.0
temp | CRR215128.merged	454.341686801	3.54741435823	96.4525856418	53391.0	24257757.0	245-474	53391.0	52.0
temp | CRR215129.merged	453.378036709	3.51819904409	96.4818009559	70718.0	32061988.0	246-476	70718.0	53.0
temp | CRR215130.merged	453.742748445	3.84437531529	96.1556246847	47576.0	21587265.0	252-475	47576.0	52.0
temp | CRR215131.merged	456.810517244	3.22444267386	96.7755573261	122998.0	56186780.0	243-475	122998.0	52.0
temp | CRR215132.merged	454.764979154	4.70915227318	95.2908477268	50370.0	22906512.0	244-475	50370.0	52.0
temp | CRR215133.merged	453.222344791	2.54930944712	97.4506905529	90652.0	41085512.0	252-475	90652.0	51.0
temp | CRR215134.merged	461.378958394	2.687584962	97.312415038	89746.0	41406916.0	246-475	89746.0	49.0
temp | CRR215135.merged	454.300927862	3.69053504202	96.309464958	52594.0	23893503.0	241-475	52594.0	51.0
temp | CRR215136.merged	454.278577379	2.82729894265	97.1727010574	78025.0	35445086.0	282-475	78025.0	52.0
temp | CRR215137.merged	459.538072879	4.62641624987	95.3735837501	39188.0	18008378.0	248-475	39188.0	53.0
temp | CRR215138.merged	459.014284643	4.34163167367	95.6583683263	53344.0	24485658.0	244-475	53344.0	51.0
temp | CRR215139.merged	458.377605143	3.91106348781	96.0889365122	37330.0	17111236.0	245-475	37330.0	51.0
temp | CRR215140.merged	458.287004203	3.7363131584	96.2636868416	57811.0	26494030.0	245-476	57811.0	52.0
temp | CRR215141.merged	456.722367017	3.39225668796	96.607743312	74051.0	33820748.0	243-476	74051.0	52.0
temp | CRR215142.merged	455.709343178	3.88243896349	96.1175610365	56073.0	25552990.0	242-475	56073.0	52.0
temp | CRR215143.merged	452.077357866	3.83596632296	96.164033677	42284.0	19115639.0	248-475	42284.0	52.0
temp | CRR215144.merged	454.804900503	3.21329934141	96.7867006586	56484.0	25689200.0	255-475	56484.0	53.0
temp | CRR215145.merged	458.639520115	3.79136344913	96.2086365509	58264.0	26722173.0	260-475	58264.0	51.0
temp | CRR215146.merged	448.997834339	3.44072415807	96.5592758419	41096.0	18452015.0	263-475	41096.0	53.0
temp | CRR215147.merged	454.422828893	2.94072040353	97.0592795965	109633.0	49819738.0	245-475	109633.0	51.0
temp | CRR215148.merged	453.334049171	3.92846563981	96.0715343602	54016.0	24487292.0	246-476	54016.0	52.0
temp | CRR215149.merged	455.392162697	3.29249518093	96.7075048191	77297.0	35200448.0	244-476	77297.0	51.0
temp | CRR215150.merged	452.162289197	3.62452041106	96.3754795889	81059.0	36651823.0	242-475	81059.0	52.0
temp | CRR215151.merged	457.210438305	4.37127581903	95.628724181	42459.0	19412698.0	256-476	42459.0	51.0
temp | CRR215152.merged	460.819635433	4.07472550901	95.925274491	37524.0	17291796.0	272-476	37524.0	53.0
temp | CRR215153.merged	460.222224543	4.0	96.0	47875.0	22033139.0	244-476	47875.0	52.0
temp | CRR215154.merged	459.650533458	3.70170738281	96.2982926172	63079.0	28994296.0	262-475	63079.0	52.0
temp | CRR215155.merged	460.222217242	3.38861497087	96.6113850291	66930.0	30802673.0	246-475	66930.0	51.0
temp | CRR215156.merged	465.045445032	3.63141646172	96.3685835383	38222.0	17774967.0	246-475	38222.0	50.0
temp | CRR215157.merged	458.0618614	4.24094737292	95.7590526271	46782.0	21429050.0	249-476	46782.0	52.0
temp | CRR215158.merged	458.833873702	2.94377187503	97.056228125	100857.0	46276608.0	245-475	100857.0	50.0
temp | CRR215159.merged	453.756402733	4.00916163471	95.9908383653	52829.0	23971497.0	244-475	52829.0	51.0
temp | CRR215160.merged	462.069596925	2.7761900069	97.2238099931	101470.0	46886202.0	245-476	101470.0	51.0
temp | CRR215161.merged	463.405501531	3.08992136383	96.9100786362	66636.0	30879489.0	260-476	66636.0	54.0
temp | CRR215162.merged	457.423773906	3.26633515802	96.733664842	71793.0	32839825.0	247-476	71793.0	51.0
temp | CRR215163.merged	458.307021079	4.35422543849	95.6457745615	57071.0	26156040.0	246-475	57071.0	52.0
temp | CRR215164.merged	451.594623251	2.60433846975	97.3956615302	127326.0	57499737.0	244-475	127326.0	52.0
temp | CRR215165.merged	453.857474253	3.43146593749	96.5685340625	89233.0	40499064.0	243-476	89233.0	53.0
temp | CRR215166.merged	457.365703858	3.51214064904	96.487859351	73431.0	33584821.0	248-475	73431.0	51.0
temp | CRR215167.merged	451.35210251	2.35470941884	97.6452905812	117764.0	53153029.0	247-475	117764.0	52.0
temp | CRR215168.merged	461.518912572	3.99779382984	96.0022061702	56206.0	25940132.0	261-475	56206.0	53.0
temp | CRR215169.merged	452.920042015	3.73161832455	96.2683816755	54266.0	24578159.0	245-475	54266.0	51.0
temp | CRR215170.merged	454.145861814	3.48883572568	96.5111642743	70224.0	31891939.0	253-475	70224.0	52.0
temp | CRR215171.merged	452.898239902	4.11232068369	95.8876793163	49145.0	22257684.0	247-476	49145.0	52.0
temp | CRR215172.merged	453.918579862	4.06362741883	95.9363725812	60980.0	27679955.0	244-476	60980.0	52.0
temp | CRR215173.merged	454.781059341	3.55048512635	96.4495148737	84411.0	38388524.0	243-475	84411.0	51.0
temp | CRR215174.merged	453.969491585	4.14447256189	95.8555274381	56509.0	25653362.0	261-475	56509.0	52.0
temp | CRR215175.merged	453.07662841	3.44164555075	96.5583544492	67090.0	30396911.0	246-476	67090.0	52.0
temp | CRR215176.merged	457.252771981	2.84718254847	97.1528174515	85769.0	39218113.0	246-476	85769.0	50.0
temp | CRR215177.merged	454.627956356	3.75049929573	96.2495007043	47567.0	21625288.0	253-475	47567.0	51.0
temp | CRR215178.merged	464.942682697	2.65877761692	97.3412223831	79435.0	36932722.0	251-476	79435.0	53.0
temp | CRR215179.merged	454.335429973	3.66172986603	96.338270134	72179.0	32793477.0	245-475	72179.0	52.0
temp | CRR215180.merged	459.378276163	3.4262516199	96.5737483801	75622.0	34739104.0	260-476	75622.0	52.0
temp | CRR215181.merged	458.448381536	3.57147417481	96.4285258252	78315.0	35903385.0	243-475	78315.0	51.0
temp | CRR215182.merged	456.289879853	4.23135672435	95.7686432757	43863.0	20014243.0	245-475	43863.0	51.0
temp | CRR215183.merged	467.049795505	2.47371217457	97.5262878254	80931.0	37798807.0	250-476	80931.0	55.0
temp | CRR215184.merged	456.733537496	3.66436857906	96.3356314209	66287.0	30275496.0	246-475	66287.0	51.0
temp | CRR215185.merged	456.101837524	4.09090909091	95.9090909091	41360.0	18864372.0	253-475	41360.0	51.0
temp | CRR215186.merged	454.178301307	3.80712273045	96.1928772695	47201.0	21437670.0	245-475	47201.0	52.0
temp | CRR215187.merged	455.551466193	4.05103069014	95.9489693099	58553.0	26673905.0	248-475	58553.0	52.0
temp | CRR215188.merged	455.997686347	3.45571078359	96.5442892164	101571.0	46316141.0	244-476	101571.0	52.0
temp | CRR215189.merged	451.988388242	3.4849591226	96.5150408774	69843.0	31568225.0	245-475	69843.0	52.0
temp | CRR215190.merged	453.627624266	3.08326528462	96.9167347154	75926.0	34442131.0	255-475	75926.0	52.0
temp | CRR215191.merged	453.936712607	2.95275396348	97.0472460365	101363.0	46012387.0	244-475	101363.0	52.0
temp | CRR215192.merged	458.583186424	3.62376907598	96.376230924	56157.0	25752656.0	247-475	56157.0	51.0
temp | CRR215193.merged	458.022716148	3.16496359298	96.835036407	65372.0	29941861.0	268-476	65372.0	51.0
temp | CRR215194.merged	454.24295185	3.67031404125	96.3296859588	43593.0	19801813.0	273-475	43593.0	51.0
temp | CRR215195.merged	455.884478624	4.2062901403	95.7937098597	36279.0	16539033.0	259-476	36279.0	51.0
temp | CRR215196.merged	456.314996213	2.93479516773	97.0652048323	77893.0	35543744.0	249-475	77893.0	51.0
temp | CRR215197.merged	455.785566362	5.13539727895	94.8646027211	38147.0	17386852.0	246-475	38147.0	51.0
temp | CRR215198.merged	458.086810999	2.89411471942	97.1058852806	80370.0	36816437.0	249-475	80370.0	51.0
temp | CRR215199.merged	453.276811829	3.58569703909	96.4143029609	80347.0	36419432.0	246-476	80347.0	51.0
temp | CRR215200.merged	455.856252413	4.52130104621	95.4786989538	54387.0	24792654.0	245-475	54387.0	52.0
temp | CRR215201.merged	455.006165275	4.16108900997	95.83891099	53039.0	24133072.0	245-475	53039.0	51.0
temp | CRR215202.merged	464.841717503	3.48641456836	96.5135854316	55243.0	25679251.0	249-475	55243.0	51.0
temp | CRR215203.merged	457.058614625	3.77967936143	96.2203206386	59132.0	27026790.0	256-475	59132.0	52.0
temp | CRR215204.merged	462.114684437	3.15080399826	96.8491960017	41418.0	19139866.0	245-475	41418.0	50.0
temp | CRR215205.merged	453.515255204	4.4842645536	95.5157354464	66633.0	30219082.0	242-475	66633.0	53.0
temp | CRR215206.merged	455.015571422	3.39967012457	96.6003298754	92156.0	41932415.0	247-476	92156.0	51.0
temp | CRR215207.merged	459.876870734	3.11400347649	96.8859965235	94348.0	43388463.0	243-476	94348.0	49.0
temp | CRR215208.merged	458.261286342	4.56332692363	95.4366730764	34843.0	15967198.0	253-475	34843.0	52.0
temp | CRR215209.merged	451.491985693	3.99390647768	96.0060935223	30196.0	13633252.0	246-474	30196.0	52.0
temp | CRR215210.merged	454.063838812	3.69034994698	96.309650053	75440.0	34254576.0	243-475	75440.0	51.0
temp | CRR215211.merged	456.9227332	3.59197606628	96.4080239337	52144.0	23825779.0	245-475	52144.0	51.0
temp | CRR215212.merged	453.693232307	3.17931807026	96.8206819297	79451.0	36046381.0	244-475	79451.0	52.0
temp | CRR215213.merged	457.344461003	5.26908428548	94.7309157145	30195.0	13809516.0	245-475	30195.0	52.0
temp | CRR215214.merged	452.961488778	4.67786210237	95.3221378976	61930.0	28051905.0	244-475	61930.0	52.0
temp | CRR215215.merged	454.881781038	4.01569600453	95.9843039955	74159.0	33733578.0	246-475	74159.0	52.0
temp | CRR215216.merged	455.860516395	3.6862508002	96.3137491998	56236.0	25635772.0	243-474	56236.0	51.0
temp | CRR215217.merged	462.193518892	4.87024337771	95.1297566223	37185.0	17186666.0	246-475	37185.0	53.0
temp | CRR215218.merged	456.192537535	4.30659818254	95.6934018175	40496.0	18473973.0	245-475	40496.0	51.0
temp | CRR215219.merged	449.289597483	3.58801373489	96.4119862651	66109.0	29702086.0	244-475	66109.0	52.0
temp | CRR215220.merged	453.96997293	4.23703878067	95.7629612193	67972.0	30857247.0	243-475	67972.0	52.0
temp | CRR215221.merged	452.913338155	4.14289158563	95.8571084144	74658.0	33813604.0	245-475	74658.0	52.0
temp | CRR215222.merged	452.933034177	3.85459710744	96.1454028926	92928.0	42090161.0	244-476	92928.0	52.0
temp | CRR215223.merged	454.50238483	4.08523344191	95.9147665581	51576.0	23441415.0	250-475	51576.0	51.0
temp | CRR215224.merged	457.372546535	2.85661629193	97.1433837081	86816.0	39707255.0	244-475	86816.0	51.0
temp | CRR215225.merged	455.852826567	4.4476437278	95.5523562722	52095.0	23747653.0	246-475	52095.0	52.0
temp | CRR215226.merged	456.49202943	3.81284488044	96.1871551196	52192.0	23825232.0	246-476	52192.0	52.0
temp | CRR215227.merged	456.176630209	3.98375201851	96.0162479815	60069.0	27402074.0	247-475	60069.0	52.0
temp | CRR215228.merged	457.196480574	2.95956836806	97.0404316319	88594.0	40504865.0	246-475	88594.0	51.0
temp | CRR215229.merged	461.884414058	2.8431028431	97.1568971569	65527.0	30265900.0	263-475	65527.0	51.0
temp | CRR215230.merged	457.077938625	3.91849376158	96.0815062384	102029.0	46635205.0	245-475	102029.0	52.0
temp | CRR215231.merged	456.037590407	3.76665397792	96.2333460221	52540.0	23960215.0	244-474	52540.0	51.0
temp | CRR215232.merged	451.254204452	3.27906018137	96.7209398186	97040.0	43789708.0	245-475	97040.0	53.0
temp | CRR215233.merged	456.35954111	4.46182482013	95.5381751799	55874.0	25498633.0	246-475	55874.0	52.0
temp | CRR215234.merged	455.258730727	4.3394770036	95.6605229964	53117.0	24181978.0	245-475	53117.0	52.0
temp | CRR215235.merged	458.534253965	3.59724427046	96.4027557295	64883.0	29751078.0	243-476	64883.0	52.0
temp | CRR215236.merged	457.093813072	2.90398126464	97.0960187354	117425.0	53674241.0	245-475	117425.0	52.0
temp | CRR215237.merged	458.583165811	3.30078615788	96.6992138421	111428.0	51099005.0	246-476	111428.0	52.0
temp | CRR215238.merged	454.403227148	4.90726108292	95.0927389171	48092.0	21853160.0	246-476	48092.0	51.0
temp | CRR215239.merged	453.616681047	4.46361806155	95.5363819385	52155.0	23658378.0	250-475	52155.0	51.0
temp | CRR215240.merged	453.517773117	3.87008089104	96.129919109	56743.0	25733959.0	268-475	56743.0	52.0
temp | CRR215241.merged	453.83952608	3.16785032193	96.8321496781	87441.0	39684182.0	244-476	87441.0	52.0
temp | CRR215242.merged	457.743363394	3.72158008383	96.2784199162	47238.0	21622881.0	268-475	47238.0	51.0
temp | CRR215243.merged	458.879574376	4.16996189518	95.8300381048	41727.0	19147668.0	295-475	41727.0	50.0
temp | CRR215244.merged	455.872352368	3.47503274152	96.5249672585	101553.0	46295205.0	243-476	101553.0	51.0
temp | CRR215245.merged	455.610868501	4.47922618562	95.5207738144	49004.0	22326755.0	247-476	49004.0	51.0
temp | CRR215246.merged	452.009853922	5.11850091155	94.8814990885	43333.0	19586943.0	246-475	43333.0	53.0
temp | CRR215247.merged	456.202711099	4.6578179422	95.3421820578	53115.0	24231207.0	246-476	53115.0	52.0
temp | CRR215248.merged	457.444851838	2.6232458918	97.3767541082	90003.0	41171409.0	260-476	90003.0	52.0
temp | CRR215249.merged	455.855489022	3.48593136308	96.5140686369	77655.0	35399458.0	244-475	77655.0	53.0
temp | CRR215250.merged	457.92318712	3.5582912808	96.4417087192	108198.0	49546373.0	244-475	108198.0	51.0
temp | CRR215251.merged	453.917143626	3.10247776412	96.8975222359	137503.0	62414969.0	245-475	137503.0	52.0
temp | CRR215252.merged	457.795011333	3.83534800264	96.1646519974	84712.0	38780731.0	244-476	84712.0	51.0
temp | CRR215253.merged	453.434461762	4.57328171018	95.4267182898	30219.0	13702336.0	257-475	30219.0	52.0
temp | CRR215254.merged	450.363047932	3.31087793369	96.6891220663	64424.0	29014189.0	275-475	64424.0	52.0
temp | CRR215255.merged	455.649266531	4.35341909276	95.6465809072	44310.0	20189819.0	253-475	44310.0	50.0
temp | CRR215256.merged	450.131645739	3.33555971146	96.6644402885	74860.0	33696855.0	244-474	74860.0	52.0
temp | CRR215257.merged	452.836942248	4.27202369311	95.7279763069	35791.0	16207487.0	260-474	35791.0	52.0
temp | CRR215258.merged	459.219943514	4.54618396559	95.4538160344	62316.0	28616750.0	243-476	62316.0	54.0
temp | CRR215259.merged	457.554657019	4.77406540399	95.225934596	42291.0	19350444.0	253-475	42291.0	51.0
temp | CRR215260.merged	455.774276597	3.85996083835	96.1400391617	55156.0	25138686.0	242-475	55156.0	52.0
temp | CRR215261.merged	454.798803482	3.67801108059	96.3219889194	42958.0	19537247.0	246-475	42958.0	52.0
temp | CRR215262.merged	455.796798213	3.89333581534	96.1066641847	107440.0	48970808.0	243-475	107440.0	51.0
temp | CRR215263.merged	459.511174219	3.25143021772	96.7485697823	72891.0	33494229.0	247-475	72891.0	51.0
temp | CRR215264.merged	456.705842408	4.25387432396	95.746125676	41233.0	18831352.0	245-475	41233.0	51.0
temp | CRR215265.merged	454.032205	2.42271186179	97.5772881382	129483.0	58789452.0	273-475	129483.0	51.0
temp | CRR215266.merged	453.467897521	4.57680738513	95.4231926149	38564.0	17487536.0	259-475	38564.0	51.0
temp | CRR215267.merged	459.15827014	2.94317844098	97.056821559	104309.0	47894340.0	246-475	104309.0	51.0
temp | CRR215268.merged	454.665247182	3.92225922131	96.0777407787	31232.0	14200105.0	268-475	31232.0	52.0
temp | CRR215269.merged	456.117334504	4.22439345702	95.775606543	45545.0	20773864.0	243-475	45545.0	51.0
temp | CRR215270.merged	453.598888211	5.2634047943	94.7365952057	42634.0	19338735.0	243-476	42634.0	52.0
temp | CRR215271.merged	450.466748474	2.52005267569	97.4799473243	66824.0	30101990.0	247-475	66824.0	53.0
temp | CRR215272.merged	457.461446084	3.92089584828	96.0791041517	64118.0	29331513.0	248-475	64118.0	52.0
temp | CRR215273.merged	458.757989883	3.91408906211	96.0859109379	60295.0	27660813.0	251-476	60295.0	53.0
temp | CRR215274.merged	460.193658619	3.71441538448	96.2855846155	112373.0	51713342.0	245-476	112373.0	52.0
temp | CRR215275.merged	454.122352169	3.89939733874	96.1006026613	67036.0	30442546.0	245-475	67036.0	51.0
temp | CRR215276.merged	455.663334701	3.57819858904	96.421801411	102342.0	46633497.0	243-476	102342.0	53.0
temp | CRR215277.merged	453.445715155	2.98836590373	97.0116340963	65755.0	29816323.0	244-475	65755.0	52.0
temp | CRR215278.merged	452.850352891	3.83846602869	96.1615339713	56533.0	25600989.0	245-476	56533.0	52.0
temp | CRR215279.merged	462.31203853	2.77597233777	97.2240276622	153856.0	71129481.0	248-475	153856.0	50.0
temp | CRR215280.merged	455.978463964	5.10698472309	94.8930152769	43137.0	19669543.0	243-476	43137.0	51.0
temp | CRR215281.merged	463.339348719	3.72491179363	96.2750882064	34578.0	16021348.0	250-475	34578.0	56.0
temp | CRR215282.merged	458.577128089	5.81489258601	94.185107414	30955.0	14195255.0	251-475	30955.0	51.0
temp | CRR215283.merged	457.111055276	3.84063173008	96.1593682699	69650.0	31837785.0	246-475	69650.0	51.0
temp | CRR215284.merged	457.417997992	3.95258309408	96.0474169059	56773.0	25968992.0	244-475	56773.0	51.0
temp | CRR215285.merged	453.169660679	2.8673995293	97.1326004707	134268.0	60846184.0	246-476	134268.0	50.0
temp | CRR215286.merged	458.063175056	4.32205692548	95.6779430745	58884.0	26972592.0	251-475	58884.0	51.0
temp | CRR215287.merged	452.24289234	3.71203369557	96.2879663044	97817.0	44237043.0	244-475	97817.0	53.0
temp | CRR215288.merged	461.403460576	3.35989414032	96.6401058597	69526.0	32079537.0	248-476	69526.0	51.0
temp | CRR215289.merged	456.607204333	3.73511342486	96.2648865751	71457.0	32627781.0	247-475	71457.0	52.0
temp | CRR215290.merged	452.569160071	3.16118270426	96.8388172957	61148.0	27673699.0	247-475	61148.0	52.0
temp | CRR215291.merged	456.894338229	4.6711923894	95.3288076106	43308.0	19787180.0	243-475	43308.0	52.0
temp | CRR215292.merged	453.472539461	4.57056638812	95.4294336119	43080.0	19535597.0	246-475	43080.0	51.0
temp | CRR215293.merged	456.151424031	4.24397995355	95.7560200464	40905.0	18658874.0	252-476	40905.0	51.0
temp | CRR215294.merged	459.128003861	2.88427417638	97.1157258236	70451.0	32346027.0	245-475	70451.0	53.0
temp | CRR215295.merged	458.106751032	3.43390180317	96.5660981968	73648.0	33738646.0	253-475	73648.0	51.0
temp | CRR215296.merged	454.935116364	4.84139555664	95.1586044434	49242.0	22401915.0	244-475	49242.0	51.0
temp | CRR215297.merged	451.314742481	2.93627029435	97.0637297056	96517.0	43559545.0	245-475	96517.0	52.0
